DOMAIN,STATE,ZIPCODE,TIME1,TIME2,VIS1,VIS2,XRN1,XRN2,XRN3,XRN4,XRN5,VAR1,VAR2,VAR3,VAR4,VAR5,TRN_AMT,TOTAL_TRN_AMT,TRN_TYPE
NHG.COM,KR,117,21,21,0,0,1,1,1,0,1,3,0,32.592,7,0,10.36,10.36,LEGIT
XOSOP.COM,MV,369,1,1,1,0,0,0,0,0,1,3,1,47.584,22,0,12.95,12.95,LEGIT
BHAIGNUFPUAVYGJFEZ.COM,KR,122,14,14,0,0,0,0,0,0,1,4,0,-9.512,7,0,38.85,38.85,LEGIT
TCN.COM,IO,664,7,7,1,0,1,1,1,0,1,3,0,-29.312,17,1,10.36,10.36,LEGIT
HZSFSYUAZDOMQOQV.COM,PO,614,9,9,0,0,1,1,1,0,1,3,1,-19.136,9,9,12.95,12.95,LEGIT
VUHZRNB.COM,MO,685,17,17,1,0,1,1,1,1,1,3,1,-18.28,10,2,10.36,10.36,LEGIT
PFQDFZ.NET,MO,685,21,21,0,0,1,1,1,0,2,2,1,-3.968,10,0,38.85,38.85,LEGIT
TMA.COM,LM,127,16,16,0,0,1,1,1,0,2,3,0,28.632,15,4,12.95,12.95,LEGIT
VUHZRNB.COM,YAO,629,15,15,0,0,0,0,0,0,2,3,0,36.024,15,0,38.85,38.85,LEGIT
XOSOP.COM,VO,602,16,16,0,0,1,0,0,0,1,3,1,15.712,6,0,12.95,12.95,LEGIT
VUHZRNB.COM,KAO,688,20,20,0,0,0,1,0,0,2,3,0,13.904,23,3,12.95,12.95,LEGIT
VUHZRNB.COM,KR,101,20,20,0,0,0,1,0,0,1,3,0,1.08,10,0,38.85,38.85,LEGIT
VUHZRNB.COM,LM,128,9,9,0,0,1,0,0,0,2,4,1,34.344,6,2,25.9,25.9,LEGIT
TCN.COM,PO,614,16,16,0,0,0,1,0,0,1,3,1,-20.2,18,0,12.95,12.95,LEGIT
NSX.GOV,LO,398,12,12,0,0,1,0,0,0,1,3,1,16.736,7,0,38.85,38.85,LEGIT
TMA.COM,CR,428,20,20,0,0,1,0,0,0,2,2,1,1.888,9,0,38.85,38.85,LEGIT
XOSOP.COM,ROK,655,20,20,0,0,1,1,1,0,1,2,0,24.744,21,4,10.36,10.36,LEGIT
TCN.COM,BO,308,16,16,0,0,1,0,0,0,1,4,0,-4.728,8,0,38.85,38.85,LEGIT
BRZWCURTY.NET,VO,602,17,17,0,0,1,0,0,0,1,2,0,9.76,9,9,12.95,12.95,LEGIT
MRDEUZ.COM,OO,644,9,9,0,0,1,1,1,0,1,4,0,17.528,6,1,9.99,9.99,LEGIT
TCN.COM,CO,672,16,16,0,0,1,1,1,0,2,2,0,10.888,7,4,12.95,12.95,LEGIT
PGSEQQPW.NET,RONO,362,19,19,0,0,1,0,0,0,1,0,0,13.864,7,0,12.95,12.95,LEGIT
NEKSXUK.NET,LO,398,7,7,0,0,1,1,0,0,1,3,0,23.992,7,2,49.95,49.95,LEGIT
VUHZRNB.COM,VO,600,17,17,0,0,1,1,0,0,1,2,1,54.688,22,0,12.95,12.95,LEGIT
QEHEEENH.COM,KR,121,15,15,0,0,1,1,0,0,1,3,0,-53.832,17,0,11.01,11.01,LEGIT
MFJACX.COM,NAO,166,18,18,0,0,1,1,0,0,1,3,0,28.168,6,0,31.08,31.08,LEGIT
TMA.COM,AR,649,20,20,0,0,1,1,0,0,1,3,1,-46.408,7,0,38.85,38.85,LEGIT
VUHZRNB.COM,",O",634,22,22,0,0,0,1,1,0,2,3,1,30.848,7,2,49.95,49.95,LEGIT
VUHZRNB.COM,CO,672,19,19,0,0,1,1,1,0,5,0,0,61.112,8,2,12.95,12.95,LEGIT
TMA.COM,PO,614,21,21,0,0,0,0,0,0,2,0,0,-22.544,9,0,12.95,12.95,LEGIT
TMA.COM,LM,127,13,13,0,0,1,0,0,0,1,3,1,35.6,10,0,38.85,38.85,LEGIT
VUHZRNB.COM,RO,390,6,6,0,0,0,0,0,0,1,3,1,-90.272,17,0,38.85,38.85,LEGIT
VUHZRNB.COM,IO,664,23,23,0,0,1,1,1,0,2,2,1,38.44,9,9,38.85,38.85,LEGIT
QTNWBOYMCQ.NET,MO,685,7,7,0,0,0,1,0,0,1,3,0,-21.008,22,0,12.95,12.95,LEGIT
TCN.COM,LO,398,21,21,0,0,0,1,0,0,1,3,0,-30.64,17,0,38.85,38.85,LEGIT
TMA.COM,AK,656,23,23,0,0,0,1,0,0,2,3,0,26.528,16,4,38.85,38.85,LEGIT
XOSOP.COM,UBAO,669,15,15,0,0,1,0,0,0,2,2,1,16.512,10,0,12.95,12.95,LEGIT
AWRCWB.NET,PO,614,12,12,0,0,0,0,1,0,1,4,1,11.84,11,0,12.95,12.95,LEGIT
